id,uid,title,score,date,content
,,Join the tour. Great knowledge,4.0,,"I got lost heading to the museum but got an opportunity to wander through fort canning.

The recommendation is to join a tour run by one of the volunteers. They are certainly very knowledgeable and will give you a brief run through in an hour. Then you have the remainder of the time to continue exploring the other exhibits , or if you're short on time move to the other museums close by that are connected by the free shuttle or walk!"
,,The latest revamp in Oct 2015 really didnt help Singapore's oldest Museum!,2.0,,"Its latest revamp was a downright disappointment to me as a Singaporean!

It is now more cramped and messy.
It stopped short of surprises when it gave me a decade ago when it re-opened......the mood in appreciating historical artefacts is not apparent due to the latest way of cramping all materials into limited space!
Sadly, it loses all its charm into exploring Singapore's past. (Understanding Singapore's past with no depth is the best it can do now)"
,,Useful background for Singapore visit,4.0,,This was the first visit we did on a short stopover in Singapore. It is within reasonable walking distance of Clarke Quay albeit uphill! It was a lovely air conditioned building that was part old and part new. It opened at 10.00 and only had a modest entrance fee. There was a good discount for seniors. The museum had lots of useful information about Singapore's history including the Second World War and it subsequent steps to independence. It gives a great perspective for the rest of your visit.
,,Great way to learn the history of Singapore,4.0,,Interesting museum that is a great way to learn about the history of Singapore. It is also good to get some relief from the heat for a couple of hours
,,Very interesting,4.0,,A very interesting museum laid out in a very informative way. The actual building in which the museum is housed is full of character too. Well worth a visit.
,,Part of our guided tour,4.0,,"The national Museum provided an interesting and informative insight into the ethnicity and history of this young nation, well worth a visit"
,,A pleasant few hours,4.0,,"If you're a history buff, it's certainly worth making a stop here to see the interesting exhibits. I enjoyed the Singapore history hall the most & the museum has done a great job in bringing some of the facts to life. I was less interested in some of the bespoke exhibits but there's enough here to keep you interested & without having to spend hours trawling lots of rooms."
,,Great for a really hot or rainy day,4.0,,We loved it here. Learning about Singapore's role in World War II was very interesting (and the air conditioning was also a plus). We had lunch at the cafe and it was fairly reasonably priced. If you have a couple of hours I would definitely recommend heading to the museum
,,Modern beautiful Museum,5.0,,I attended on an open day and was surprised it was free- normally $10 for adults. Perfect place to escape the heat for a few hours. Could spend longer there. Really interesting to see Singapore's history and journey into independence through to life through the decades to present day.
,,Presents the history of Singapore,3.0,,It is helpful in understanding the history of Singapore. There are many scenes of events mocked up with a number of artifact and pictorial displays. There were not all that many actual artifacts.
,,One of the best presenter museums I know!,5.0,,"Close to the city centre and easily reached by MRT you find this wonderful museum. We never visit Singapore without going there. In a partly old, partly modernized, building the museums presents Singapore history as well as the present. The exhibits are extremely well presented, not overwhelmed with text, and balances teaching and general information wonderfully."
,,A Must See!,5.0,,Did not know the history of Singapore and this facility did a perfect job or organizing as much (or as little) information as you wished to experience. A lot of thought and heart went into the display of the great leadership and vision to allow Singapore to be what it is today with such a humble start in mid 1960's.
,,Impressive,5.0,,"Visted the Singapore History Gallery and the Life in Singapore Galleries,occupying level 1 & 2 of this musuem.

The exhibits at the Singapore History Gallery is well organised. Visitors get to learn about the history of Spore in a story telling manner as the exhibits are organised in a chronological timeline sequence. The exhibits are well curated.

The section I like the most is that of the Japanese occupation. Standing and looking at the exact table which the British signed the surrender agreement vis a vis the black and white video playing in the background of that historical event, one cannot help but feel goosebumps.

This museum does such a great job that you would feel teleported in a time machine to the history of Spore.

Aim to spend half a day here. Great for bringing your kids to learn about spore's history and for any foreigners who would like a quick snapshot of what Spore went through before becoming what she is today.

There are toilets in the museum. Air con can be a bit cold, hence you may want to bring a thin cardigan."
,,A great in-sight into the history of Singapore,4.0,,A very well laid out tour tour allowing you to appreciate the changes the country has been through and how diverse and proud the citizens are of this nation.
,,A must during the tour of Singapore,5.0,,A separate bay for Nattukottai Chettairs contribution to the development of Singapore. The history especially the happenings during the second world war and Japanese occupation is really good.
,,Not Bad,4.0,,"Showcases the history of Singapore with picture, artifact and diorama displays, within a refurbished historic building. Can be done in 1-2 hrs."
,,A great place to learn of Singapore's past,5.0,,"Some galleries are free, but the special exhibits are inexpensive to visit. There was a 50th anniversary exhibition on when we were there."
,,Don't Miss this Museum,5.0,,Beautiful exhibits without overwhelming the visitor with information. It provides a good overview of the history of Singapore. Anyone visiting for the first time should add it to their list of stops.
,,Great intro to Singapore,5.0,,I visited the first day of my stay in Singapore and it gave me a great understanding of the place's history. Nice exhibition. Great as a first stop on your trip.
,,Excellent Museum,5.0,,Great story of Singapore with quite a lot of interactive experiences. Enjoyed my three hours there. Of course a lot of coverage from the Japanese occupation.
,,I like this museum,5.0,,I went to the museum with my children. The entrance fee is free for singaporean and charges only 5 S$ for children and senior adults and 10 S$ for adults. The exibition are fantastic from prehistoric singapore to modern singapore. There are lots of artefacts from various time. There are also many documents and mementos. The museum itself is very large. There are three storeys and in the upper part there is children activity rooms to keep the children happy for a while. There is also souvenir shop that sell uniques souvenirs such as books.
,,Special Exhibit of Lee Kuan Yew,4.0,,The special exhibit of the late Lee Kuan Yew was a nice extra but the permanent exhibit about the island was worth the entry price on its own.
,,Great way to understand Singapore,4.0,,Great building and excellent exhibit design. Start your trip to Singapore here as background to everything else you see. Difficult to believe so much done since birth of country in 1965. This is how they did it.
,,Not bad for a Small Country,3.0,,The museum is very nicely done. The history told is extensive and interesting for a small country. However artifacts are not great. Hope they will have more to display. For SGD10 is worth it.
,,The nation's history is well presented here,5.0,,The National Museum's many exhibits provide insight to the social and political evolution of Singapore from its earliest days to the present.
,,Huge building blending old and new,5.0,,"Air conditioned building and had been newly renovated.Learnt so much from the volunteer guide.She made it so interesting and answered our questions.Well worth taking a tour and if needs be going round again after.Had a super iced tea in the cafe and big piece of carrot cake ,v reasonable price.But did have to wait for a table so came back at intervals to check availability.Would visit again."
,,Hands down one of the best museums I have ever visited,5.0,,"I ended up spending close to 3 hours wandering the exhibits, which are wonderfully creative. From dioramas to sounds clips, to artifacts, illustrations, movie clips, smells (frangipani and the old river)... use of technology is an example to all. I especially enjoyed the comparative screens showing Singapore in the 60s and 70s! Absolutely worth a visit - or several!"
,,impressive building and some historical context but did not WOW me,3.0,,"We went to the National Museum of Singapore expecting it to ooze maritime history and migration stories and so on and there was some of that but it was somehow not presented in as accessible way as I had expected. The building is impressive and by the time we left we knew more than when we arrived but it was not, I regret to say, a tourist highpoint of our stay in Singapore."
,,Interesting look at History of SQ,4.0,,"Well organised tour as well as layout of the Museum, with many EXPAT volunteer guides on hand. Entry is free, opens at 10:00am to 19:00pm. Opposite the Museum you will find the Fullerton Hotel with a foot bridge dating back many years, well maintained. Today there is a lovely riverside walk. lined with Art bronze sculptures."
,,"Singapore 50 , or should it be Singapore 196 ?",5.0,,"We visited this only a few weeks after it had re-opened after a refurb to celebrate Singapore 50 I.e. 50 years since independence. However, as the exhibits explained, it is nearly 200 years since the founding of modern Singapore by Sir Stamford Raffles in 1819. The building is very well preserved having been first opened in Queen Victoria's reign and has a multi storey modern addition to the rear.
The exhibits are extremely well presented and give an excellent explanation of the development of Singapore over the past 200 years (and before)
Definitely a place to visit for an hour or so."
,,amazing!,5.0,,"Going there was a kind of last minute plan.
It is not difficult to reach with the public transport but you have to choose the right exit from the station.
(I made the wrong choice so still now I can' t say what the best option is. Just ask to the station staff.

The museum is very interactive and everything is build up to give the impression to re-live the atmosphere of the ancient Singapura.

Very very very interesting!
And cheap, only 10 dollars!"
,,Great Docent Tour,4.0,,"Get to the museum before 2 for an English speaking tour. We were lucky and had a great, informative tour guide. We did this on our 2nd day in Singapore and would recommend to do it before going all over the city. The historical background helps a lot in viewing
other sights. The tour lasted over an hour and only took you through the bottom floor of the Museum. The 2 Level was not as interesting without the docent...adequate information, but not done as well as Level 1 History Exhibit,"
,,"Beautiful Building, Elegant Restaurant, Free Exhibit: We Built A Nation",5.0,,"I went in to see the building interior and architecture and went thru their first free exhibit We Built A Nation, which I thought was excellent. It answered a lot of questions - like how a nation of so many different peoples, with different traditions, cultures and religions get along so well together - you can see part of their constitution and learn how Singapore became independent of the British, Japanese and Malaysia. It's a small exhibit and feels very personal. Worth it to take the time to go thru. There's a beautiful elegant old world looking restaurant in there as well. (not fast food - not kid oriented looking). I didn't go thru the rest of the museum - I'd gotten what I wanted."
,,a trip to the past,4.0,,a well explained history of singapore. for you who loves historical site this place is a must visit when you're in singapore.
,,It really gives an insight into Singapore,4.0,,"A visit to this museum, helps you to understand not only the history of Singapore, but also the present. Perhaps where it falls down is in not giving enough information about the time before the British era. Nice exhibits, well worth a visit."
,,Start your Singapore visit here,5.0,,Great place to start your Singapore sojourn. Multi media presentation of the country's history. The knowledge you acquire helps put your visit in context.
,,New permanent galleries are now open,4.0,,"We have been here a few times before, but today was the first chance to see the recently re-opened permanent galleries and the focus on Singapore's history. There are some well thought out exhibits and plenty of interesting information on Singapore's evolution with quite a bit of interesting material from the period of Japanese occupation (1942-1945). Entry is free for citizens and PRs but $10 otherwise for adults. It's also a good way to escape the haze."
,,I felt I learned a lot of the history and founding Singapore,5.0,,"This was a very educational experience about the early founding of Singapore as a major port, which colonial powers ran and abused the local population. The unvarnished history of both British and Japanese occupation during the 19th & 20th century and finally the road to independence. I especially liked listening to the speech of the first prime minister Lee when he came to power. a real visionary and determined individual."
,,Excellent history of Singapore,5.0,,I've visited the National Museum twice now and have really enjoyed the immersive experience both times. Loved the audio recreations of each exhibit and the story it told about Singapore. The second time was with my daughter (then 8) and she didn't quite have the patience to journey through the entire museum. I spent around three hours here by myself. Loved it.
,,Go here to know more about Singapore past,4.0,,I visited this place during my recent visit on Saturday's. There was no entrance fees at that time due to Singapore's 50th Independence Day celebrations. But to access 700 Years of Singapore History (a special exhibition) I paid $6. Overall the place is worth watching.
,,a brief history,4.0,,"This impressive colonial building has been extended with a lovely glass atrium joining the two parts. The new building houses the key exhibition on the ground floor. This is a history in images, objects and reconstructions and was very well done and interesting. There are four smaller galleries on the second floor depicting life in the colonial era and during the occupation by the Japanese. We then had a very nice lunch in the Good For Thought cafe and there are some nice gifts in the shop.
We found Dhobi Ghaut station very confusing- exit A is closest to the Museum."
,,"Was here for ""Singapura 700 Years""",4.0,,"The museum was under renovation when I was here last December, but there was downstairs (on a basement level or something) the show called ""Singapura 700 Years"" which was a fairly good show (though it may have been a bit hastily prepared) displayed in five or six rooms starting from the ancient time when Malay kings ruled the island long before the British arrived through the British colonial period and the subsequent Japanese occupation period during WW2 to the post-war ""Road to Merdeka"" (transition to Independence) period, each distinct historical period in its own room. One thing noteworthy I saw in the show is the bell donated by the daughter of American Revolutionary War hero Paul Revere to the British colonial government of Singapore in the early 1800's, and with no damage or crack whatsoever it looked like just what it must have looked like almost 200 years ago when it first arrived on the island! Also liked the glass display cases with miniature figures inside depicting scenes from the colonial period, the WW2 occupation period and the independence movement period (kind of a voting scene).

The back part of the building seemed like an extension to the original building with the original back façade beautifully maintained, and it's really pretty spacious back there with a café on the ground level and a children's playroom or something on the highest level up the escalators. And, going out of the museum through a side door at that back part (the door near the café) will take you to the outdoor escalator leading to Fort Canning Park right behind the museum. Also, one more thing of interest outside the building is a bench on the left side (as facing the front of the museum) of the front grounds with five colorful sculptures on it which, I think, represent the figures of the five ancient Malay rulers of Singapore (their figures were actually also in the Singapura show mentioned above).

One way to get here by public transportation is taking the MRT to Bras Basah station (yellow line); once you're on Bras Basah Rd. after coming out of the station, turn right and walk along Bras Basah until you hit Bencoolen where you turn left, then just go straight on Bencoolen with the museum at the end of the street; it will only be about a ten-minute walk from when you get on Bras Basah Rd. after coming out of the MRT to when you get to the front door of the museum."
,,Very Educational,5.0,,This museum is a great place to learn about the politics and social history of Singapore.If these topics interest you or you have a thirst for knowledge this is a great place to learn. You could spend hours here. The displays are in a variety of formats .
,,Perfect place to get a feel of Singapore's history,4.0,,"The National Museum of Singapore is a perfect place to get a feel of Singapore's history. The ground floor shows the development of Singapore from its earliest days through the British times, then its occupation by Japan, and later its independent status to the modern city it is now. The first floor depicts life in Singapore over the years, and gives us a very vivid view of the life style of the people including the types of costumes worn, education, entertainment and the like. A visit here is very informative and definitely worth the time spent. They also have interesting exhibitions and festivals throughout the year."
,,Nice information about SG history,3.0,,"Good place to spend time for example during rain hours. Gives nice and good view to history of Singapore from different times. Perhaps a bit plain compared to other similar museums in other countries, however visit is worth to add a bit depth into normal holiday trip in Singapore."
,,A great place full of info for a full day,5.0,,So much info and history and a free tour guide only cost $10 to get in and had over 5 hours inside so much to read and see was very interesting place to visited
,,Interesting,4.0,,It's inside a beautiful looking building and has plenty of interesting things to view. The museum is a great place to go in the middle of the day to get out of the heat.
,,Half exhibits closed,2.0,,"Closed exhibits possibly bad timing, what was there was pretty good. Very small museum realistically."
,,First thing to do if you want to understand local culture,4.0,,"This is a place that can help you really understand the making of Singapore, through a well organized exhibition on the ground floor; it will take you around two hours to go through it and read and listen to the story, but it will offer also a good background for visiting after that the center for Contemporary Arts or the Art Museum; it is hosted into a nice building, with good facilities including a good restaurant, Food for Thought. If you spend some time in the city, this can really be a good place to start."
,,Mostly contemporary art,5.0,,"i was a bit surprised cos I expected lots of older art, but ok Singapore is not that old. Lots of very good and different art. From the silicon bodies of some of the worlds worst dictators to a nudity exhibition , going from one surprise to another"
,,National Museum,5.0,,Beautiful building and we enjoyed a fascinating exhibition showing the history of Singapore with many interesting exhibits.
,,Brand New Experience,4.0,,This is the first time we have visited this museum since our younger days. It has been completely and thoughtfully revamped. For Singaporeans the entrance is free for the general exhibits but you still need to pay for the special exhibits. We like the display of the archaeological finds of early life in Singapore. Worth a visit.
,,Excellent museum,4.0,,This museum has recently been re-opened after renovation. There is an excellent overview of the history of Singapore. I was particularly impressed with the sensitive handling of the Japanese occupation during WWII. They could have dwelt on the atrocities but instead focused on how people coped during that period. There is also a very nice cafe in the atrium for a light lunch or snack to rest weary feet before moving on.
,,"Impressive Museum,",5.0,,"I came here for a quick visit and was really impressed with the breadth of the information here. If you want an overview of the history of Singapore this is the place to be. I learnt lots. The museum is modern and attractive, with a number of galleries, with the main gallery covering the history of Singapore. I really enjoyed reading the panels and interacting with the media.

My only regret was that I couldn't spend more time here. There are about 6 galleries and I only got through 3 very quickly.

Admission is about S$10 and to get your moneys worth you should spend at least half a day there - there's a lot to take it.

There is an older part of the museum but a new wing was built which took two years to complete - the joining of the 2 buildings is very tastefully done.

The location is really close to Raffles and is in walking distance from there. Also nearby is Fort Canning park. If you want o save your legs and almost killing yourself walking up there from the museum like i did nearly expiring from heat exhaustion, take the escalator which is situated next to the museum."
,,Recommended...it's nice,4.0,,Recommended even for those who don't like museum. It is not boring. Atmosphere indoor is very comfortable too. I think it is worth it even if you have to pay for your tickets.
,,Great musuem,4.0,,"This is the place to go to explore and understand the history of Singapore, we loved it extremely well done and our volunteer guide was wonderful"
,,Recommend for Museum Haters,4.0,,"Visiting museum sometimes identic with word ""boring"", but here you can experience the unique performa of a museum, evan some (a little) things that been showed there seems ridiculous but it give description of how Singapore can be like Singapore today. And you will find yourself enjoying the place called museum.

Thanks to their late prime minister..."
,,A great place for family Outing (Educational and Fun),4.0,,"The National Museum just completed the renovation and just reopen to public a month ago, an awesome place to visit as it let the visitors to have better understanding of Singapore history. We need to admit that the renovated National Museum have more interaction with the visitors as compared to the old Museum. Not only you able to see it, touch it, some of them, you even able to smell it, to let you have a real feel of the timeframe of the history. You may wish to request for a guided tour if you have difficult understanding these exhibits, which we personally feel this is really great services as the tour guide are very knowledgeable and jovial! FYI, all the Exhibition hall are air-condition, as such you able to enjoy these exhibits in a cool condition, great place to beat the hot afternoon sun and haze too. The Museum Building itself is well architected that good place for photo taking too. An exhibition worth mentioned is the one that showcase of our great leader- Mr Lee Kuan Yew, exhibited his living room, his study room and some of his items like the famous 'Red Box"". Another new attraction is a new ""Play Corner"" for the Children at level 3, which my children love it.

It totally free admission for the local or permanent resident (all you need is to produce Singapore IC or student pass to proof your nationality ) and $10 charge for foreigner and $5 for Foregin senior citizen or student.

There is a cozy cafe at level 1 that sell some good coffee and snack, there is another restaurant called Flutes which I heard it is one of the top 100 restaurant in Asia in 2013, however we did not dine in as we just have our lunch before visiting the Museum.

We recommend to take the public transport - MRT to the nearest train station Ghoby Ghaut MRT, exit A then walk about 7-10 min. There also free Museum Shuttle services at Dhoby Ghuat MRT, City Hall MRT or Bras Basah MRT which about 5 min bus journey.

We spent about 3 hours to complete all the exhibitions hence we found it really a great place for family outing as it Educational p and fun tour for our family. Please give me a Helpful vote if my feedback will able to help you."
,,Fantastic museum,5.0,,"I cannot recommend this museum highly enough.

The beautiful building is worth the trip in itself.

The displays were interactive and very interesting- describing the development and evolution of Singapore to the place we see today.

We arrived here in the morning and would have spent at least three hours looking at the displays. Make time for this museum in your trip."
,,Young nation with a lot of history,4.0,,"Singapore may only be celebrating its 50th birthday this year, but their history goes back many centuries and you'll learn about it all in this interesting museum. I spent about 3 hours and discovered much I didn't know about the pre-British years, the Japanese occupation, and the inspirational leadership of Lee Kuan Yew. One mild criticism: I wish some exhibits could involve the viewer more creatively."
,,A Particularly Well Designed Museum Experience,5.0,,The building itself is a gem and the displays are all well done. The are several eating areas in the museum and the restaurant with the white table cloths (I have forgotten the name) was excellent.
,,good,5.0,,"good place to visit. Probably on of the highlights of Singapore. The exhibits were not to my taste, but that depends on the collection"
,,Must come!,4.0,,A must come to know the history of Sgp... As a local there is so much to see and learn too! Enjoyed the Singapore History Gallery
,,Must do!,5.0,,"We went on our last day in Singapore. Must do! Great exhibits about the history of Singapore. Very informative, stayed for about 2 hours but could stay longer. The food at Food for Thought was brilliant! Tasty and cheap-ish (they don't charge you GST). Great service too. Admission is $10 for an adult, which is fairly affordable. Must do!"
,,Terribly rude staff,2.0,,Museum might be fine but the service was terrible. We were ignored at the ticket desk and were eventually told the museum would be closing in 30 minutes. Very rude staff.
,,Brilliant,5.0,,Can't recommend this place highly enough. Simply wonderful. Great visual and audio presentation. After visiting this museum you can see why Singaporeans are do proud of their country.
,,Terrific!,5.0,,"I highly recommend everyone, yes EVERYONE check out this museum. It has lovely architecture - lots of natural light, huge windows, massive columns and stairways.

When I visited, there were two temporary exhibits - a special SG50 exhibition for Singapore's 50th year, and a commemorative one for Founding Father Lee Kuan Yew. Highly interactive displays and very clear, informative signs.

The fixed exhibits were also very interesting. It was nice to experience the history of Singapore and see lots of childhood memorabilia.

Entry is free for the most part, but foreign tourists may have to pay a modest sum.

There are two restaurants - Flutes, and Food for Thought.

Easily accessible by public transport - they even have a free shuttle bus that loops three different museums - National Museum, Singapore Art Museum, and Singapore Pinacotheque de Paris."
,,History and Perspectives,4.0,,The museum is well set out. Interesting to see the history from a Singapore point of view rather than just from a British colony view. Exhibits are set out well
,,My Big 50 as well,5.0,,"I am an Ex-Singaporean on vacation from Adelaide in South Australia. I was last at this fine Museum in 1965. The museum had been refurbished for Singapore's 50th celebration. It was nothing like what it had been in the past. A definite winner as far as I am concerned. You can get a bite at the Food for Thought cafe situated on the museum grounds and with free Wifi it was very refreshing indeed.
Their fabulous public transport the SMRT is the ideal mode of getting there. Everybody speaks and comprehend excellent English and getting lost is not an option. Entry is free but a modest sum for exhibitions."
,,Excellent museum,4.0,,I really enjoy the visit. The building architecture is very nice. The exhibition for celebrated 50 SG was very good. I loved!
,,Worth the Visit!,4.0,,I would suggest everyone should take part of their day to check out this museum! It is worth the visit and definitely great to see the history of Singapore! (Went Summer 2012).
,,So glad we decided to visit,5.0,,"Very informative and educational, I already knew quite a bit about Singaporean history before visiting, but I was still very interested and enjoyed the exhibits."
,,Great place to bring little kids to hang here!,5.0,,"It's so beautiful here. Very relaxing. Nice air con(it's Singapore! You'll really appreciate it when you are here). Had been there on a weekday(during school holiday), our kid was the only kid on lvl 3 the kids' play room, so it's like a huge private function just for us! On the weekend, quite busy.

We love the gift shop there, $23 for a mighty wallet - mighty thin, strong and eco friendly, great gift for men. $13 for a unique bracelet, great for female friends."
,,Interesting Museum,4.0,,Interesting museum exhibit of history of Siingapore as the main gallery's where being refurbished for Singapore 50 when we visited. Nice play area for young kids on top floor.
,,Small and compact,3.0,,Nice museum and building but is very small and compact. Could do this in 45 minutes to an hour giving you plenty of time.
,,National Museum,4.0,,Museum is very much a centerpiece of the Night Festival. They open it up with a bunch of nice exhibits for free. Exciting to be able to check out the museum.
,,"Well-curated National Museum, formerly known as Raffles Museum.",4.0,,"This museum is worth visiting when you are in Singapore if you have 2 hours to spare and want to learn about Singapore's colourful, but short, history. Not really of much interest for young children."
,,Great way to spend a rainy afternoon!,4.0,,"Despite the fact that most of the museum was closed, we were able to spend time in the lower level and experience the interesting history of Singapore. I am not a history buff, but I learned a lot about this country and its amazing people! It was well worth the time spent there."
,,The Museum's galleries are closed till 19th Sep 2015,1.0,,"It's fair to say that the museum was 'closed' when we visited: the main exhibitions are still closed till 19th Septmber 2015.

I visited the museum a few years before, and decided to 'risk it' this time though I heard from a friend that the 'galleries' were closed. However I didn't expect it meant almost the whole museum was closed.

It was disappointing to find very minimal display at the museum, and that the museum was almost 'closed'.

The only open area to the public was a small section of the first floor, where Made in Singapore product exhibition was celebrated, and items made in Singapore (and Malaya) were on display. Text accompanied the exhibits so we got to appreciate the history of the items, and their links to the Singapore's history. Some of items might evoke your nostalgia.

The Made in Singapore display was like a mini warehouse. That was all we saw at the museum."
,,Beautiful Building,4.0,,Stunning building in the heart of SP. Carefully restored with fancy restaurant too. Not sure what there was to see & not sure it would justify the entrance fee. Brilliant place to hold events/exhibitions.
,,Beautiful solid Building with amazing history,4.0,,"This is worth a visit especially if there is night festival on during the weekends. The building is visually attractive both exterior and interior. I was fortunate to visit the museum during the night festival and in the day to browse through the history of Singapore.
No entrance fee to enter building to view but special exhibitions will have an entry fee. It was a free event for the night festival."
,,Enter via the Back Entrance (valet parking area) to Beat the Q during the Night Festival,4.0,,"You can't miss the Anooki animation projection on the museum's facade (7 min between shows)! It is really funny and kids would love the cute characters jumping about on the wall! The Nighfest runs on the last 2 Fri and Sat of Aug so you can still head on over this weekend! http://nightfest.sg/.
The crowds surged towards the museum entrance after the Anooki show so we walked towards Fort Canning (take the escalator near the illuminated 2 giant wire birds in the tree) and entered the museum via the back entrance (glass facade).
I think the kids would enjoy the tennis ball swings art installation :) You can find out surprising things and brands that are made in SG too!"
,,Amazing history,5.0,,"We were lucky to have plenty of free time and spent 5 hours in the museum and still want to revisit. We did not see everything fully but gave it our best shot. Exhibits were wonderful especially the section on the history of women in Singapore. We used the headsets which were easy to follow. There was an art exhibition and beautiful photographs. The gift shop had items not seen by us anywhere else. We stayed for coffee and cake which was delightful.
Note: if you are a 'senior' they will give you discounted entry if you ask!"
,,this musium is closed,1.0,,Very disappointed that there is no warning that the musium is closed for major renovations till a date in September. We turned up to find there was nothing to see despite being told that there was a 'Made in Singapore' display which amounted to nothing much. A long trip for nothing surely the official web site could warn vistors that they are closed
,,Great Museum for SG's 50th anniversary,5.0,,"Being in Singapore right before its 50th anniversary, i found the National Museum especially useful to understand its history - from Raffles' 1819 founding, and then its 50 years of independence."
,,The museum is closed,1.0,,We turned up to look at singapore's best museum yesterday. In one lobby there was some boxes displaying local products but everything else was closed. It appears the museum is closed for renovation. It baffles me first why this would be done during peak holiday season and secondly why all galleries need to be done at the same time.
,,Interesting and Enriching Visiting trip!,4.0,,"During the National Day Golden Jubilee long weekend, we decided to come by here for a visit to learn more about the history of this young nation. It has been ""x"" donkey years since our visit (at least 25 years).

As part of the SG50 celebrations, entry to the museum was free and so it attracted a big crowd turnout, not only tourists but also the locals. However, there were staff on duty and helped to divert the human traffic, so everything was orderly and fine.

And wow, the museum looked so much different from the past, it was nicer and more beautifully painted and decorated. Inside this similar Gothic style building, it looked brighter and more spacious.

And there it was, an exhibition of Singapore, introducing about its history since 13th century to the modern day of Singapore, spanning through about 700 years. There was also a section with displays of the things and equipment of the past (used in the earlier days of the nation), such as the TV set, Aircon, Gas stoves, familiar biscuit tins and other items. It was so nostalgic and brought back fond memories for us.

There was also an area allocated for children to do art and craft, drawing and visitors then could collect stickers, collar pins bearing the SG50 logo, post cards etc. These items were distributed free though visitors could make a donation to a box on the table.

A dinning area was there as well, cafeteria style serving finger food and local delights and also a place to stop for a rest and lay down for a cup of coffee after walking around the museum.

Near the entrance/exit is actually a gift shop, where visitors could grab some local-flavour souvenirs, ranging from keychains, postcards, t-shirts, artefacts, magnets to books etc (including memoirs of our founding father, the late Mr Lee Kuan Yew).

Overall, our visit was pleasant and nice as we enjoyed so much in refreshing our knowledge about the nation building history, heritage and culture and did provide a good insight for us in some areas which we were not even aware or learn before. It was indeed more meaningful to visit this museum on National Day, and was heart-warming as we appreciated the pioneer generations for their hardwork and contribution in making this young nation to be 1st world and so successful!

The museum is located in the arts and culture district in the city center and from here, one can also visit other museums nearby as they are all located within 5-10 minutes of walk from here, such as the Peranakan Museum (Armenian Street), Singapore Philatelic Museum (Coleman Street), Civil Defence Heritage Gallery (Hill Street), among other museums and art galleries."
,,An enriching experience worth the visit..,4.0,,"This is the oldest museum in Singapore. Overall, it is a nice, historic & beautiful museum.

For those keen to understand the history of Singapore, this is certainly the best place to go to. There are also festivals & special international exhibitions held throughout the year.

Admission to the museum building is free but fees are chargeable for special exhibitions.

Food is an added bonus, with few F&B outlets set in nice decor.

The museum is located directly opposite to the Singapore Management University(SMU) & just across Orchard Road. Its a few minutes walk to Dhoby Ghaut MRT station.

Even if you are not a history enthusiast, its always enriching to learn something about another country's history when travelling.

We make it a point to do that wherever we travel to. Its worth it."
,,Long overdue visit to this grand old dame,4.0,,"I'm sure I visited the National Museum as a child but I literally had to no memory of it. With the SG50 celebrations and the long weekend, it was timely to visit with the children in tow.

We had a really great time. It was generally well-laid out with lots of space to look to each exhibit carefully. We also discovered that we actually learned a lot at school during Social Studies and History! :)

My daughter had a good time taking lots of photographs (flash off, of course). Some of the regular galleries were closed for revamp, which will give us a great reason to revisit later in the year.

Families with young children should head all the way to the top floor so that the children can have some time for independent free play.

Gift shops at museums always feature really unique and quirky items. As a Singaporean, it was really hard not to buy up the really cute Singaporean items. There was one whole section on 50% discount! I ended up with a watch that featured a spider for a second hand. The 'brand' of the watch was ""kan cheong""...get it? (Kan Cheong Spider!...LOL...the Singaporeans will get the joke!)"
,,Good food!,2.0,,"Visited this during the 50 th Singapore celebrations and it was very busy.the exhibitions were quite informative but quite small.there were several activities for children ,hat making and wood printing and an activity area ,but we were disappointed that there was so little to learn about the history of Singapore.
That said we had a delicious lunch in their restaurant !"
,,A Fascinating Glimpse,5.0,,"We enjoyed a fascinating walk through 700 years of Singapore's history leading to the celebration of 50 years of nationhood on the weekend we were there. The history may be confronting to some nationalities, but shows the struggles for identity and the culmination in the multicultural Singapore of today."
,,For those who want to understand Singapore's history,4.0,,"The museum is currently composed of a free and a paid sections. The free part exhibits products manufactured in Singapore in the 60s only. The paid section brings you from the stone-age era of Singapore to the modern one while there are special partitions about British colonisation, Japanese invasion and post-colonial Singapore. By walking through the boards and pictures, you will have a full understanding of how Singapore transforms from a rudimentary trading port to a world-class city state.

If you are familiar with post-colonial Southeast Asian history, you may find that they mention nothing about how the Singaporean authorities rivalled against the communists in the 50s and 60s. I know it is a bit sensitive to mention but....anyway, it's very worth visiting and I definitely recommend including museum into your itinerary."
,,FOR HISTORY JUNKIES,4.0,,"The outside profile awed me, the inside amused me!

If you want to learn the history of Singapore, you must pay this museum a visit. I enjoyed all to well the areas of this museum, too bad the others were on renovation while we were there.

For history lovers like me, this is a must. But it's so-so for normal people. My parents didn't enjoy it that much.

So overall, just good."
,,Some of it under renovation,4.0,,we always try to visit when we are here. This time like some of the other museums bits were closed. Not due to be reopened until September. We paid for the gallery that was opened about the history of Singapore.another One was also open and was free. Lots of school groups when we visited in the morning. If you want to avoid this maybe going later would work. Look forward to visiting next time when it is all open.
,,2 out of 3 galleries closed ........in July!,2.0,,"I'm not making it up! Both the History gallery and The Living Galleries were closed on the day of our visit. A museum disconnected from the notion that 'visitor experience' is important?
The exhibition we did see was a rather 'state biased' account of Malaysia's history which was clumsily censored and ended in the 1980s."
