id,uid,title,score,date,content
,,Tranquil,5.0,,A lovely place to have an early morning walk through the park. Lots of locals doing Tai Chi in the park.
,,Easy Access from Orchard Road,4.0,,"Fort Canning park is easily accessible by steps from Orchard Road.
There are convenient steps behind the National Museum.
The Battle Box is worth a visit to get an idea of the last days of British Imperial rule.
Taxi's go to the Battle Box visitors centre if you do want to use the stairs."
,,good place for picnic,4.0,,"It is a quiet park, suitable for picnic and a casual walk. A cooking school is also nearby, where you may drop a visit."
,,The Long Bar at the Raffles Hotel and History of WW11 at the Battle Box,5.0,,"It is obligatory for me, when I come to Singapore, to go to The Raffles for a Singapore Sling in The Long Bar. The Singapore Sling was created by bartender, Ngiam Tong Boon at The Raffles Hotel in 1915. He used fresh lime juice, pineapple juice, Benedictine, Orange Liqueur, Grenadine Syrup, Angostura Bitters, Gin and Cherry Brandy to ""knock your socks off"".

It is an amazing experience, steeped in so much history. From there I make my way to Fort Canning Park. I've been to Fort Canning Park on four separate visits to Singapore. I toured the Battle Box each time as I found the history of this place fascinating. There are 26 rooms in The Battle Box which re-enacts the final days of the takeover of Singapore. The Battle Box has specially crafted wax figures, some of which can move and talk using animatronics. I found the re-creation scenes extremely emotional and you can get a sense of what it must have been like for the soldiers who served there. Apparently the Battle Box is closed for renovation but if you get the chance when you go to Singapore and it is open, you must go to the Battle Box to experience this fantastic exhibit.

Fort Canning Park is well maintained and Fort Canning Centre shows life in another era. Gattopardo Italian Grill & Pizza Bar serves fine food and on another occasion, the Indian Restaurant located at the rear of the Old Married Soldier's Quarters served exceptional food at cheap prices."
,,Big humidity but amazing,4.0,,"Humidity was very high, you will be sweaty in one minute, but it is amazing. In the middle of the city, a real beautiful park was preserved, where you can find several nice trees, flowers, birds and some excavations also. You have to spend approx one hour here, worth of it."
,,One of Singapore's secrets- near the National Museum; accessible from Dhoby Ghaut MRT station,4.0,,"Fort Canning Park is a peaceful area- ideal for a stroll as part of a day trip.

It's near to other attractions: principally the National a Museum of Singapore, which is an excellent place to visit, with two good places to eat.

There is signage within the Park to guide you to places of interest. Also, there is a hotel within the Park area.

I found it particularly interesting on this visit to look at a wall of burial sites- part of the interesting history of Singapore.

I suggest that if you are visiting attractions in the area, you make the additional time to take a walk through the Park."
,,"Dilapidated buildings, nice flora though",3.0,,"When you visit this place, you can expect to see some old fort gates, Raffles' House, Old Married Soldiers' Quarters and the Fort Canning Centre - an old barrack of the British Army in Singapore, all very run-down. They are for special events on bookings. Visitors or members of the public can visit any time though, take a look inside these buildings, they are empty. If the place is filled with people some events must be on-going, e.g. weddings (due to the registry of marriages next door). The place is also popular with students (from a nearby university) and people going there for picnics. Before visit, download a map of the park, plan at least 1 hour strolling through the park. Park is open 24 hours, but night time strolling is not recommended, pathways are very dark and dangerous. Other attractions include the archaeological dig exhibitions, Spice Garden, Cupolas, Battle Box, 2 9-pound cannons, a replica lighthouse, ASEAN Sculpture Garden and a Sally Port."
,,Close to the city,3.0,,"Visited the Park after a morning in the National Musuem, it is a sea of calm. I was hoping to visit the Battle Box but it was closed and apparantly has been for quite a while. There is quite a bit of work ongoing hopefully completed soon. It is an enjoyable walk through the park and it does take you down to Clarke Quay."
,,disappointing,2.0,,After walking from the local MRT station I was disappointed to find that the battle box is closed indefinitely and that there isn't really much else to do there. I wandered around the grounds for a little while in an aimless fashion eventually finding my way out! On the plus side it is next to the national museum which is definitely worth a visit and there are some nice photo opportunities if you are that way inclined!!!
,,"Beautiful place but full of construction, with poor info about how to avoid it.",3.0,,"Poor info generally in the park, as well as a lack of food and drink. Battle Box closed too with little info provided. Fort Canning Centre is grubby, with poor lighting and expensive exhibits. Spice garden is nice though."
,,Lovely green way to get from hotel to Orchard Rd shopping.,4.0,,Pretty walk through historic location Respite from heat and bustle of busy city. Read about the history of the city. Beautiful trees and well kept grass with seating to enjoy the cool breeze.
,,Stunning Grounds,5.0,,I had a wonderful time wondering through Fort Canning Park. There is a lot of history to read about and a few artifacts to see. The gardens are superbly maintained and some of the trees have to be at least 150 years old. A great photography playground. I came across a local in the Spice Garden who happily shared his knowledge about the many herbs and spices used in traditional cooking. It's close to the centre of town so very easy access.
,,Ballet on the grass,4.0,,We went for a performance on a Saturday evening with a picnic hamper and had a delightful time.The performance itself was outstanding and was further enhanced by the setting and the freedom to lounge on the grassy slopes partaking of some delicious fruit and snacks.
,,Lack of up to date information on website,2.0,,After checking website was very disappointed to commute to Fort Canning to find the venue closed and especially a note at the Battle Box door advising that it would be CLOSED INDEFINITELY.
,,Runners' and Walkers' paradise,3.0,,"Approaching Fort Canning Park from the marina area you will see a very odd site - a lighthouse buried in green foliage and creepers. It used to be the 'welcome' place for foreigners entering Singapore hence I guess the lighthouse. Fort Canning is just south off Orchard Road. It's literally a high point of a trip to Singapore. More hustle and bustle than the Singapore Botanical gardens but impressive because of its height and historical significance.
If you need a workout this is the place for a run or a brisk walk. Up hill and down dale.
If you are fighting the shopaholics then you might be able to drag them into Fort Canning Park as its so close to Orchard Road shops - you can see the shops, I'm sure from the park. Casual walking and site-seeing abound.
There's also a hotel in the park. Worth a look around and maybe it's a place to stay next time, being part of an oasis in shoppers heaven. There are two pools that seem little used so take the plunge."
,,Very Nice Park,4.0,,This oasis in the middle of Singapore near both Orchard Rd. and the CDB is worth a stroll if you want to surround yourself with some green space for a while. There is also a very well done WWI museum in the park that recounts the war as it affected Singapore. There are several paths in the park and it would be worth spending an hour our so if you want to escape the urban scenery for a little while.
,,A park and a historical site in one,4.0,,"I took a quick early evening run from YMCA to Fort Canning and ended up staying for hours.

Fort Canning, located at a hill which used to house defenses for the 'old' Singapura is a free park and historical site in one. It's a welcome respite from the hustle and bustle of commercial Singapore and you could spend hours jogging and enjoying the flowers, trees and birds.

The views of the city from Fort Canning are spectacular. There are historical markers which offer visitors a glimpse of Singapore's past.

I particularly enjoyed the old cemetery with the lovely open area used for performances.

Highly recommended!"
,,A pleasant walk with glimpses into Singapore's history,4.0,,"There are several entrances to this Park - I took the escalator next to the National Museum. I then followed the signs through the Spice Garden and the archaeological dig to the Fort Canning Centre - not much was happening here (it would be a nice location for a coffee shop) but I was able to pick up a map of the Park which assisted my exploration of the area and my understanding of what I was seeing.
The map suggests three self guided walks - heritage trees, Singapore's Ancient History and Singapore's's Colonial History. By circling the top of the hill and descending via Raffles House, the Flagstaff, the Lighthouse and the Mural Wall, I saw most of the sights. From Raffles Terrace there is a great view towards the Marina Bay area. I was disappointed that the Battle Box was closed (indefinitely and without explanation, if I remember correctly). I stopped for a morning coffee at the Glass House Cafe in Hotel Fort Canning."
,,Besides a walk down memory lane...there is nothing much here.,3.0,,"Good: -This place is part of Singapore's colonial history, which Sir Stamford Raffles did as part of his city planning. -Many famous people have their graves, scattered around the premise. -Still in its original condition. Bad: -Mosquitos are present. -No eateries. -Hot weather."
,,Fort Canning Park,4.0,,"Fort Canning Park is the oldest park in the heart of the city. Some early artifacts like porcelain bowls have been discovered here and they date back to the 18th century. FCP is an ideal park and is the favourite haunt of young lovers who congregate here in the evening. You can find coffee trees and also the tree called the Tongkat Ali or Eurycoma longifolia whose bark is used as an aphrodisiac. Nutmeg trees are also found here. There is also an old English cemetery as in the early days, many mariners who died here were buried by their next of kin. You can see my video on You Tube under the website:

http://www.youtube.com/watch?v=qHkFiSOgt-g"
,,Place for a leisure stroll,4.0,,"The fort, as such does not have anything to offer. The place around the fort is good for a leisure walk in the evening. And you can continue the walk and end at Clarke Quay to unwind in the night"
,,battlebox closed for renovations,2.0,,went here for last few hours before leaving for the airport with the main purpose to look around the battlebox museum. finally found it with a notice on the door saying closed for renovations. our concierge had looked up the website the night before to check the opening times and there was nothing on there to warn us. so disappointed.
,,Beautiful park for a romantic walk,4.0,,It is very peaceful and beautiful. You forget that it is located in the middle of a huge city. Nice for a romantic pick nick!
,,Historical!,4.0,,"What a beautiful preservation of whatever that is left of Singapore. Thank you Mr Government! Take a stroll, enjoy the quiet beauty or sign up for the battlebox tour. When you are tired, head down to the hotel for tea!"
,,A visit to Fort Canning Park,4.0,,"Visited Fort Canning Park last week. Unfortunately the WW 2, command bunkers was closed for maintenance works. Nevertheless, the historical feel of the park remains untouched like the old lighthouse, Fortress gateway, King's tomb and old grave stone memorial wall. These sites are well inscripted for visitor's information. Strolling around the spice garden, and birds watching are the other pleasure to enjoy and relax at the park."
,,A great historical park,4.0,,"Evaluated as a park alone, Fort Canning definitely can't beat some of the other beautiful green spaces in Singapore like the Botanical Gardens. The true value of Fort Canning is its historical significance. To get the most out of your visit, I recommend taking one of the free tours on Saturday, and also visiting the Battle Box bunker. If you can't take a free tour, make sure to pic up one of the free park maps in the Fort Canning Centre. The map outlines three different walking tours that you can take through the park."
,,Take a guided tour,4.0,,"I agree with a recent review that it will be extremely useful to take a Saturday guided tour to learn about the fauna (e.g. ginger plants, herbs, palms ...) or a historic tour provided free of charge by volunteers under a National Parks programme (check their web site for schedule). If not, it's easy to miss out on small details and stories behind a tombstone or artifact."
,,Tranquility in the city,4.0,,"We were walking from Chinatown to Orchard Road today and passed through Fort Canning Park. What a pleasant oasis of tranquility in the city: a great place to escape and relax for a bit. We were there at circa 3pm and the park was virtually deserted so we could hear the wildlife and nature very clearly. As well as being a pleasant stroll with some good views of the CBD, there are a number of historical non-nature things to look at such as the time ball, lighthouse, cannons etc. All these include small information boards to tell you a short history. Free entry and very pleasant so you can't complain."
,,On the way to Clark Quay!,4.0,,This is the closest quiet oasis to Clark Quay so good to cross the road for a little bit of peace and quiet.
,,Waste of time,1.0,,"I made the trip out to Fort Canning to visit the Battle Box....Upon arriving there was a note on the entrance saying ""closed until further notice"" Well done Fort Canning you could have put this on your website!! NOT EVEN SORRY ON YOUR NOTICE!!"
,,Beautiful park,5.0,,"For those who love nature, history and some peace, this is a place that you should go. Fort Canning park possesses many cultural and historical values besides a beautiful nature. A scent in the park that was so light and pure made me feel so refresh and calm. Even when I'm writing these words I can recall that experience"
,,average,3.0,,"The fort Canning park has alot of history to it but, I didn't find it that great. The park is a good place to walk around and its huge."
,,Full of emptiness,3.0,,"Expectations were high as we approached Fort Canning. They dropped as we found the park deserted, the Battle Box closed INDEFINITELY and a noisy ""Bloc Party"" band setting up.
There was a lot of potential there but I think either enthusiasm has waned or money is lacking.
It is a pity because it is full of history and the grounds are beautifully kept. The views are wonderful, there are birds and plants and an air of tranquility. Worth a peek to see the sights, but not a place I would return to unless the Battle Box is re-opened."
,,Time your visit with a free guided walk to enhance the experience,4.0,,"I went with my partner to Fort Canning and attended a free heritage guided walk on a Saturday morning and found it a highly informative and enjoyable way to work up an appetite for brunch!

There's actually many hidden treasures around Fort Canning including remnants of a cemetary, a archaelogical dig, a spice garden and a fort gate. I don't think the Fort Canning experience would have been the same without a guided tour which is why other reviewers have found it disappointing.

The National Parks Board appears to run free guided tours from 4 - 5.30pm on Saturdays <http://www.nparks.gov.sg/cms/images/stories/guided-walks.html>. My tip is to bring mosquito repellant and wear long pants as I was nearly eaten alive at the dig!

<http://www.nparks.gov.sg/cms/images/stories/guided-walks.html>"
,,Quiet oasis and very historic,4.0,,"We spent a quiet afternoon exploring this area. At time of writing the Battle Box was still closed. Aside from this, the gardens are relaxing. The graves are particularly interesting, dating back to the mid 1800s. Definitely worth a look."
,,dissapointing,3.0,,went up to look at this site to discover that the battlebox was closed. the entire canning centre was empty rooms. only one display and that was of a rikshaw. did see an archelogical dig and some other building which was beingused for a meeting. dont bother unless you want to get away from the traffic.
,,Lovely Park with Historical Features,3.0,,"There is easy parking and a short stroll up the hill to the old fort. The gardens are leafy and shaded by huge, ferny trees. We paid to visit the Battery Box which was the underground HQ of the British and Allied Forces in WWII. It is a moving experience being in the actual rooms and hearing transcripts of the surrender of Singapore in 1942. This small underground museum has been lovingly restored and feels totally authentic. The guided tour was well presented and fascinating. It is air-conditioned now and an interesting and cool refuge on a hot day. We enjoyed our visit, but I wished that there was water available in the vending machines instead of just sugary and fizzy drinks. Also there should be more books available for those who would like to research the fall of Singapore more thoroughly. On the whole is was a pleasant way to while away a hot afternoon."
,,Nice stroll,4.0,,"Nice for a quiet walk, can be slippery in places and sometime steep, easy access from several MRTs and the city. Not much to do here except for the underground bunker."
,,grave on the wall,4.0,,"I never knew that this place was cemetery, and was nice with old grave and big tree. Awesome, nice for taking a photo session."
,,Wonderful Experience,5.0,,The park is Superb and we can say it as Garden. Most of the Trees have the description and maintenance of the Park is very well. I have enjoyed the Park a lot. Park is too large and it is almost connected to 2 MRTs and several main roads. It will take entire day to cover the park completely. Also it is picnic spot. The terraces are very good and you can enjoy well. Free drinking water (thru taps) facility is available in the Park.
,,Fort Canning Park,4.0,,It is very hilly but pretty and quiet. There are nice walking trails which all lead up to the top where the old fort is. I didn't go into anything but the park itself if very nice.
,,Interesting glimpse into history,4.0,,"Not all that easy to find - located behind Fort Canning with the ticket office housed in a tiny white building. The Battle Box is filled with models, maps and recreations of life as it must have been 65 years ago. I enjoyed it - the people who opted for the guided tour looked less enthused. I guess it's the kind if place you may want to explore at your own pace."
,,Battle Box....,4.0,,Fine Park to get away from the hustle and bustle of the city. Visited the Battle Box which is worth a visit if you are interested in military history .
,,Singapore History,4.0,,"Tucked behind Clarke Quay, Fort Canning has several spots to visit the history of the fall of British held Singapore to the Japanese."
,,Hidden Gem,4.0,,"We happened across the park as we were walking through the city, and we are so glad we found it. Beautiful park, with some nice walking paths that are excellently maintained as well."
,,Historical journey to the past,5.0,,The place has a really peaceful atmosphere. The dugout was cool too. Very educational and suitable for all ages.
,,beautiful park right next to clarke quay,4.0,,"while the walk is a little up hill, it gives a magificanet view over the singapore river and the city. pleasant in the evenings and really worth a look."
,,Serene Oasis in the middle of the city,4.0,,"Fort Canning Park has a great atmosphere for picnic, watching concert and hold a wedding. You can also go for a walk with your loved ones or go jogging."
,,Great War Museum,4.0,,The animatronics at this museum are great and give you a real feel for the final days before the Japanese invasion on Singapore. Beautiful park like setting and the restaurant on site is one not to be missed.
,,Peaceful and interesting,5.0,,"We stumbled across Fort Canning Park one morning when going for a walk. The kids loved exploring all the walkways and there were plenty of photo opportunities. The gardens are lush and the park has a very peaceful quality. The history of the place is intriguing for the adults and the huge gate is fascinating for little boys! The Battlebox is also a place of huge interest.

There are a LOT of stairs so it isn't suitable for prams, the elderly or young children who want to be carried a lot.

Although this was an unplanned part of our visit it was one of the most enjoyable mornings we had. Just do it early in the day before the heat sets in."
,,The Battle Box,4.0,,We spend half a day there walking to climb the hill and looking around. Spend several hours inside the tunnels dug out before WW11. This was where the decision to surrender to Japanese was made.
,,Shakespeare in the Garden,4.0,,"Check out, if there is a festival or concert. Very nice place to spend some time and walk around in the garden."
,,Interesting escape from the city,4.0,,"This is easy to get to and right in the city. The traffic noise can still be heard but it is at a distance and the green, leafy spaces are a welcome relief. There are interesting things to see - old gravestones from sailors and early settlers of Singapore, archaeological finds, the old gate of the fort, a spice garden and Raffles' bungalow among others. The best part was the Battle Box, which charges a small fee. You won't find any refreshments unless you want to pay large amounts for them at the Fort Canning Hotel, but it would be a lovely place for a picnic as there are plenty of places to sit. There weren't crowds of people there, either."
,,great place to see a concert,3.0,,"in general, i give an average rating - i enjoy running around the park, but it's not extraordinary, however, seeing a concert here is fantastic! eclx"
,,Fort Canning Park,4.0,,Found Fort Canning Park a short walk from Robertson Walk. The park can be accessed by car or bus. Very well maintained and full of history of Singapore
,,A nice morning walk,4.0,,"The Park was a 5 minute stroll from our Hotel, although it took a little longer to walk up all the steps from the road! It was a lovely way to spend a couple of hours walking around."
,,A gorgeous park.,4.0,,"This is a wonderful park to enjoy a 2-hour stroll.
While the entrance to the park starts with many, many, MANY stairs, it is well worth to get to the upper part of the park, where you can enjoy beautiful jungle-like trees, lovely flowers and even some historic buildings.
The view from the park is lovely and the trees contrast beautifully with the tall buildings surrounding the park.
You can take a circular path around the water reservoir. Just make sure not to get too close to the fence of the water reservoir. As the sign suggests - those guys are SERIOUS!
Despite visiting the park in the late morning/early noon on a hot July day, the stroll in the park was rather effortless most of the time and is suitable for everyone (as long as you can handle the numerous stairs on the entrance).
Highly recommended!"
,,Pleasant park gets an extra star mainly for the Battle Box,4.0,,"It's a pleasant walk through the grounds of this park on a hill, but what remains of the fort is quite limited if well-illustrated on the two trails around the park.

Highlight is really the Battle Box: a guided tour takes you through re-enactments of the one-sided Japanese invasion and the subsequent sad British surrender undertaken to avoid an even worse bloodbath."
,,Picnicking Haven,5.0,,"Wonderful environment with lots of special herbal plants and trees!
But the best thing about this place is the clean and even grass land in front of the stage where you may have casual picnics or enjoy outdoor performances with prepared feasts when coming with friends and family."
,,Great place to go for a walk,4.0,,"It only takes about an hour to walk to entire trail, but there's always something interesting happening at the park. Really like to come on the weekend and mellow for a while."
,,Peaceful...until the night of the rock concerts,4.0,,"I attended school near Fort Canning Park over 25 years ago and till today, still know it as a peaceful respite from the bustle of Bras Basah and Orchard Roads. With some funerary architecture dating back to the 1800s and an ongoing archeological dig still going on at certain times of the year, it's steeped in local historical importance. The presence of the National Museum of Singapore at the foot of Fort Canning hill also lends a certain degree of culture and sophistication to the surroundings.

These days, modernisation is leaning in and the park plays the role of concert venue under the stars. Ranging from classical to rock, as well as plays and shows, it's a terrific place for the concert goer as well as the family."
,,Lovely Historical Park,4.0,,"Lush and tropical the old fort still has relics like the battle box, cannon, as well as lovely tress and flora. You can easily stroll around the park and it was quite relaxing. Bring your walking shoes. It is off the beaten track so you tend to walk there and back as less linking transport."
,,Worth a visit,3.0,,"A lovely oasis of calm in the heart of the city, just behind Clarke Quay. Some interesting historical insights into early Singapore.
Would have given it a higher score oif the Battle Box had been open at 11:45 when oit was supposed to be , instead of closed for lunch 15 mins early"
,,Hidden treasure,4.0,,"Hidden behind the National Museum - great place to visit for all. There is a spice garden for those interested in plants. Don't forget to look for the ""Cannonball Tree"" in the main courtyard near the remnants of the Fort Gate. There is an archaeological dig site as well as the last Malay King's tomb. Kids will enjoy the cannon, the Fort Gate (you can climb up) as well as a Sally Port to sneak out.

There are several art installations around as well weddings on the weekends."
,,Wonderful evening under the stars,5.0,,"My husband and I have attended two events at Fort Canning Park - the ballet under the stars and also a Shakespearean play. Both were wonderful. The park opens up a couple hours before the events start, and people throw blankets down on the grass, bring food and drinks and essentially have a picnic before and during the shows. Both times we've had a wonderful time. One word of caution, however. Make sure you have transport arranged back to your hotel. Getting a taxi from there is quite tricky if you aren't from Singapore. You end up having to walk a ways to find an actual taxi stand, and it can be a little confusing."
,,"2 Historical Trails - Ancient Singapore Trail, Or Colonial Singapore Trail",3.0,,"Fort Canning Park & Battle Box is one of Singapore's oldest parks, and also one of the earliest seats of government during the colonial days. The Battle Box is actually a museum located within Fort Canning Park. Getting around is relatively easy, however, there are 2 different trails you could take to explore the place.

The more popular trail is the Colonial Singapore Trail, as you'll get to see most of the remaining artifacts and architecture within Fort Canning Park & Battle Box. This trail features highlights like 2 9 Pound Cannons, the Gothic Gates, the Light House, Time Ball, Fort Gate, Sally Port, and of course, the Battle Box museum.

In contrast, the Fort Canning Park & Battle Box trail called the Ancient Singapore Trail features more storyboards rather than exhibits. The highlights here include the Keramat and Mural Walls.

Because of these 2 different trails, exploring Fort Canning Park & Battle Box over 2 short visits, rather than 1 long visit, is an option. Furthermore, exploring the Battle Box museum will take some time as well.

Located at Cox Terrace in Fort Canning Park, the Battle Box museum is a restored underground bunker. Though small, they've managed to fill the place quite well with various exhibits, and it is well worth a look.

If you're planning a visit, do note that while Fort Canning Park is free, the admission to Battle Box costs $5. Allocate between 1 to 4 hours for viewing, and bring water along."
,,Great 1/2 day,5.0,,A nice quiet place to spend a few hours. The relics there and history make for an interesting visit. The gardens are well laid out and very pretty.
,,Unusual,4.0,,It was an unusual setting for a wedding dinner. The dinner was set under a huge tent. However we enjoyed the dinner and the service.
,,The silence is deafening walking in Fort Canning Park,5.0,,"Fort Canning Park
Fort Canning Park is actually a cultural as well a heritage master piece. You will be led past the most historic part of Singapore. Malay and Chinese historical records point to this hill as the centre of a kingdom that arose around 1300 AD. You’ll see The Keramat Iskandar Syah, which means a sacred place in Malay, “Keremat” is a tradiotional burial ground. You’ll see an Archaeological Excavation site, the “Parit Singapora”, ancient Malay and Chinese sources mention that Singapore had a “moat and wall”. The western wall shows you breath-taking views of the “Singapore River. Last but not least you’ll walk to the “Reservoir”, a natural spring site which fed the “Pancur Larangan” a bathing place reserved for 14th century Malay royalty. The breath-taking old trees, adorned with majestic ferns is something together with the silence makes this walk very special. You need to come the next day though, because Fort Canning Park has another very special treasure, The Battle Box. An absolutely stunningly restored takes you right into the British H.Q Malaysia Command. Take your time for both. Both “attractions” are suitable for seniors. For The Battle Box children need to be a bit older then the age of 6."
,,Relaxing Walk and Reading Place,4.0,,"The place is serene and perfect ambiance for picnic mat and good book. However, I went on Sunday and though its NOT that crowded, there are few people who could potentially disturb you by their actions. Like couples who are very intimate etc. Since it is Sunday, its off day for most household workers so they add to the park's visitor population. I think Saturday morning or late afternoon is the best time to unwind. I'll definitely try it again on another day."
,,Great way to people watch the locals,4.0,,"I enjoyed the park and walking around, learning about the history and seeing the cannons, although l think my favourite part was people watching the locals. As the population is quite large for a small place this park appears to be a romantic destination for couples and families.
The nature was great alongside weddings and family events."
,,Modern sculpture,4.0,,"That might not be what you expect in this green oasis, testament to the colonial heritage. Personally, I am not a great sculpture devotee but I was impressed. It really is possible to see, I think, what the artist was intending with some of these works. If you are attending a conference at Hotel Fort Canning, as I was, it is essential to make time to view the park as it really is on the "" doorstep""."
,,Nature and Fresh Air,4.0,,"It is right opposite to YWCA Fort Canning Lodge. We liked the variety of trees, walk amidst spice garden, heritage walk intermixed with he history related to WW-II in form of Battle Box also located in the same area.
Excellent place to recharge the energy after exhaustive shopping trips."
,,beautiful park in the city,4.0,,"one I like about Singapore beside the cleaneliness, there are so many beautifull parks inside the city. Fort canning hill one of the parks. We through the park from National Museum to go the Clarke Quay. very nice walking tour inside the park."
,,Fort Channing – Battle Box great,5.0,,"A must see the battle box, it is located near the Fort Channing Hotel very well laid out and interesting,
We walked from The Park Hotel Clarke Quay and started at north end the battle box here after walked through the park and saw more of the highlights. There is lots of shade. We at end went to China Town. There is MRT located at South end."
,,A great late afternoon walk through Singapore's colonial history,4.0,,"The location, the explanatory signboards, the greenery, landscape and history combined. Raffles' bungalow, the lighthouse and modern SIngapore views. Spend an hour or so there late afternoon and then head down to Boat Quay for a drink and a bite to eat!"
,,A nice stroll,4.0,,It's a nice change from the city scene. A bit of history and pretty surroundings. Many outdoor concerts are held here. There is a beautiful view from the government house building.
,,Beautiful tropical oasis,5.0,,"A beautiful tropical oasis in the center of Singapore. Many magnificent trees and peaceful grassed areas. Also contains the Battle Box, a fascinating museum made from the British war-time command bunker, reminiscent of the Cabinet War rooms in London and one of the best-kept secrets of Singapore."
,,Great green escape in the city,4.0,,"Close from Orchard's shopping rows, and it provides a soothing spot for you to relax or do light exercises. The change from seeing buildings to seeing all green is ecstatic!"
,,Beautiful gardens,4.0,,The day we visited it was absolutely bucketing down. We kept going up the paths which were well sign posted to the Fort Canning Museum. The gardens are impressive with plants labelled and very well cared for. Tis a little hilly and with lots of steps to climb proved a challenge with all the water tumbling down. The Museum itself was impressive but suggest a visit when there is a tour guide to give more information.
,,Break away from city,5.0,,"Fort Canning is a huge park, by Singapore's standards. Weddings, photoshoots, and music concerts are held frequently in Fort Canning because of the scenic greenery and nice architecture. There are some stairs and slopes so wear comfortable attire and footwear is smart choice. Right beside the park is the Singapore National Museum, which is a great place to visit as well. Fort Canning Park is also next to the bustling town area of shopping malls, which makes it an amazing getaway from the busy city."
,,A greatly underestimated park,4.0,,"This is a great place to go for a walk or run right in the heart of the city. If you are feeling like some rather cliched 'eductainment', visit the Battle Box which is in the park. Otherwise, learn about the history & culture of the area for free (there is a small archaeological site, a keramat & spice walk). Go in the early evening."
,,Forest in the City,4.0,,"Fort Canning is definitely one of my favourite places in Singapore. The park complex is very versatile - has sculptures, a ""fort"", spices, and various beautiful plants. The greenery is lush, and makes for a wonderful walk."
,,great learning about Singapore history,5.0,,"great surrounding and interesting history, what else ?"
,,Beautiful park steeped in history,4.0,,A lovely park with beautiful views. A perfect spot to retreat from the bustle of city life. Worth stopping in at the Battle Box for a short but informative tour of the history of Singapore during World War 2.
,,Amazing little walk,4.0,,I stumbled across the park on a morning walk and it was beautiful. A very well kept place (like everything in Singapore) and some great historical information explaining how the park had been used in the past including the lighthouse which was once visible from the water but is now blocked by the many buildings. Very interesting and worth a walk through.
,,Good for a gentle stroll,4.0,,"We were staying at the Somerset Liang Court (serviced apartments) across the road and so it was easy to hop across on the pedestrian bridge. Pleasant surprise - good for an hour or so's gentle stroll if you need a break from eating and shopping! Historical bits and pieces, well-marked and signposted. Good low-key enjoyment - not for the adrenalin junkie!"
,,Running at Fort Channing Park,5.0,,"We stayed very close to Fort Channing Park and as a runner it was a great choice. The shaded tracks at the park made for very pleasant running, elevated above the streets of Singapore so away from car fumes and benefiting from views across Singapore. I didn't measure it but the main path circling close to the perimeter of the park but it is about 1.5 to 2.0 km long, and includes some steps and up and down grades. If you leave the Park at the bungee attraction (which is just across the road, down the steps from the hotel in the park), you can join the developed path along the river where you can run uninterrupted (to the left) down to the Marina Bay Area which also has a continuous path around it, then back along the river to explore Clarke Quay. Good stuff but try to do it before breakfast or before a late dinner, due to the heat!"
,,an interesting and worthwhile tour,4.0,,"If you've been to the War Rooms in London, and liked that, you'll also like the tour at Fort Canning. A very interesting and fairly objective view of the history of the defense of Singapore and of its surrender to the Japanese in World War II."
,,Nothing much to do,2.0,,"Besides from looking at gravestones, there's nothing much to see or do at the park. Come here when there are performances"
,,Green quiet amidst the busy city,4.0,,Quiet and peaceful garden on a hill amidst the hustle and bustle of Singapore City
,,History and greenery well-mixed,4.0,,"Steeped in history, this makes a quiet leafy getaway in the middle of the city. Can get a bit eerie with the quiet, especially on weekdays."
,,Good for photo-shoots but that's it.,2.0,,The refurbished Fort Canning still has that colonial feel and the Park is a favourite for wedding photo-shoots. Ok if you are a photography buff but not much else for me.
,,Nice Park in the Center of Singapore,4.0,,"Fort Canning Park is a nice green quiet area between Orchard Road and Clark Quay. There are some interesting historical land marks such as Raffles former bungalow and for history buffs, the battle box sre points of interest. This is where the decision was made by the British to surrender to the invading Imperial Japanese army. The park also features some spice gardens on the side towards the ministry of marriage. The park is free, but the battle box has a small fee."
,,A good run in central Singapore,4.0,,"Fort Canning is a good place for many things. I go there three times a week to run, but there are historical buiildings, gardens, wonderful trees, sometimes markets and sometimes outdoor concerts to experience here."
,,Lovely park in a central location,5.0,,"A great place, cool and quiet and very beautiful trees and plants. Nice walking paths and much history of area to be viewed."
,,Fascinating history of WW2,5.0,,Beautiful park in the middle of the city. Great escape from the heat and the hustle and bustle of the city. You have to take the tour of the Battle Box. You go into the bunkers down below and learn about the surrender of the British to the Japaneese in WW2. Really well done. They have wax figurines of all the major military players...really lifelike and kinda creepy! Check it out.
,,Lovely park in the middle of Singapore,4.0,,"Clarke Quay is a rather built up zone, with a river running through the middle, so it's surprising that only one road away you can be in a leafy park, full of shaded walks under the trees.

I came here very early in the morning for a run; there's some steep (and rather slippery) steps that take you to the top of the hill (not a big hill by any measure, but big enough for Singapore) and then a series of paths that follow the contours of the hill and allow you to gently spiral upwards. Then you can run back down the hill again. Thus it's good for joggers.

It's probably not good for the unsteady of foot, or those trying to propel a small child in a buggy, because of the steep and slimy steps. Although I suppose you could get a taxi to near the top and then walk around - which would be slightly more expensive, but still a pleasant way to find an oasis from all the concrete of central Singapore."
,,Slippery steps,4.0,,"Make sure you wear good shoes , the steps are so slippery if they have any water on them. The gardens are so beautiful, perfect spot to take some time out from the city."
,,Cool place,4.0,,Awesome if you go for a walk. Tough to believe that in teh heart of the concrete jungle you could find something like this.
